Date,Location,Airplane.model,Fatalities,lon,lat
"Mar 18, 2002 at 2218 LT","Belo Horizonte, Minas Gerais",Boeing 727-100,0,-43.9352376,-19.9245018
"Mar 17, 2002 at 1802 LT","Djibouti City, Djibouti",Let 410UVP,4,43.1456475,11.5720765
"Mar 17, 2002","Indiana, Indiana",Piper PA-31 Cheyenne,2,-86.1349019,40.2671941
"Mar 15, 2002","Marana, Arizona",Pilatus PC-6 (Porter & Turbo Porter),1,-111.2224422,32.436381
"Mar 15, 2002 at 0200 LT","Wisconsin, Wisconsin",Cessna 208 Caravan,1,-88.7878678,43.7844397
"Mar 14, 2002 at 1623 LT","Cuba, Cuba",Antonov AN-2,17,-77.781167,21.521757
"Mar 13, 2002 at 1940 LT","Reno, Nevada",Beechcraft King Air 90,0,-119.8138027,39.5296329
"Mar 12, 2002 at 1437 LT","Idaho, Idaho",Piper PA-31-350 Navajo Chieftain,3,-114.7420408,44.0682019
"Mar 9, 2002 at 1339 LT","Italy, Italy",PZL-Mielec AN-2,3,-80.6729943,28.1376577
"Mar 8, 2002 at 0315 LT","New Delhi, National Capital Territory of Delhi",Airbus A300,0,77.2090212,28.6139391
"Mar 6, 2002 at 1035 LT","San Jose, California",Cessna 425 Conquest,3,-121.8863286,37.3382082
"Mar 4, 2002","Russia, Russia",Tupolev TU-134,0,105.318756,61.52401
"Mar 4, 2002 at 0503 LT","Goose Bay, Newfoundland & Labrador",Swearingen SA227AC Metro III,0,-60.3260842,53.3016826
"Feb 24, 2002","Mashhad, Razavi Khorasan",Ilyushin II-76,0,59.6167549,36.2604623
"Feb 21, 2002 at 2044 LT","Russia, Russia",Antonov AN-26,17,105.318756,61.52401
"Feb 19, 2002 at 1815 LT","Bordeaux, Gironde",Cessna 421 Golden Eagle,3,-0.57918,44.837789
"Feb 17, 2002 at 1752 LT","Providence, Rhode Island",Rockwell Aero Commander 500,1,-71.4128343,41.8239891
"Feb 17, 2002","Mbuji-Mayi, Kasai-Oriental",Canadair CL-44,0,23.5966577,-6.1306709
"Feb 15, 2002 at 0608 LT","Monrovia, Montserrado",Antonov AN-12,1,-10.7605239,6.2907432
"Feb 14, 2002 at 1200 LT","Sam Neua, Houaphan Province",Harbin Yunsunji Y-12,0,104.04787,20.4170831
"Feb 14, 2002 at 0649 LT","West Palm Beach, Florida",Gulfstream GV,0,-80.0533746,26.7153424
"Feb 13, 2002 at 0230 LT","Afghanistan, Afghanistan",Lockheed C-130 Hercules,0,67.709953,33.93911
"Feb 12, 2002","Copperhill, Tennessee",Rockwell Aero Commander 500,0,-84.3707561,34.9889692
"Feb 12, 2002 at 0755 LT","Horramabad, Lorestan",Tupolev TU-154,119,48.3389644,33.4646833
"Feb 11, 2002","California, California",Lockheed C-130 Hercules,0,-117.9859038,35.125801
"Feb 8, 2002","El Paso, Texas",Let 410UVP,0,-106.4850217,31.7618778
"Feb 4, 2002 at 1907 LT","New Mexico, New Mexico",Piper PA-31 Cheyenne,0,-105.8700901,34.5199402
"Feb 3, 2002 at 1630 LT","Italy, Italy",Technoavia SM-92 Turbo Finist,0,-80.6729943,28.1376577
"Feb 2, 2002 at 1715 LT","Ellsworth AFB, South Dakota",Learjet 35,2,-103.0901656,44.1538145
"Feb 2, 2002 at 1435 LT","Los Roques, Los Roques Federal Dependencies",Dornier DO.28D Skyservant,0,-66.7665377,11.8566815
"Jan 30, 2002 at 1810 LT","Iowa, Iowa",Piper PA-42 Cheyenne,0,-93.097702,41.8780025
"Jan 30, 2002 at 1359 LT","Kansas, Kansas",Cessna 441 Conquest,2,-98.4842465,39.011902
"Jan 29, 2002","Altenrhein, Saint Gallen",Pilatus PC-6 (Porter & Turbo Porter),0,9.5662899,47.4672487
"Jan 27, 2002","Luena, Moxico",Antonov AN-12,5,19.8901427,-11.7714258
"Jan 23, 2002 at 0735 LT","Michigan, Michigan",Cessna 402,1,-83.7382241,42.2780436
"Jan 19, 2002 at 1000 LT","Milford Sound, Southland Regional Council",Cessna 207 Skywagon,6,167.8973801,-44.6414024
"Jan 18, 2002 at 1440 LT","British Virgin Islands, BVI",Britten-Norman Islander,0,-64.639968,18.420695
"Jan 18, 2002 at 1000 LT","Indonesia, Indonesia",Pilatus PC-6 (Porter & Turbo Porter),0,113.921327,-0.789275
"Jan 17, 2002 at 1101 LT","Ecuador, Ecuador",Fairchild-Hiller FH-227,26,-78.183406,-1.831239
"Jan 16, 2002","Yogyakarta, Special Region of Yogyakarta",Boeing 737-300,1,110.3694896,-7.7955798
"Jan 15, 2002 at 0845 LT","Mexico, Mexico",De Havilland DHC-6 Twin Otter,4,-99.133208,19.4326077
"Jan 14, 2002 at 1015 LT","Pekanbaru, Riau",Boeing 737-200,0,101.4477793,0.5070677
"Jan 14, 2002 at 0728 LT","Bilbao, Basque Country",Embraer EMB-120 Brasília,3,-2.9349852,43.2630126
"Jan 9, 2002","Pakistan, Pakistan",Lockheed C-130 Hercules,7,69.345116,30.375321
"Jan 5, 2002 at 1423 LT","Fajardo, Puerto Rico",Cessna 441 Conquest,5,-65.6523838,18.3257869
"Jan 4, 2002 at 1207 LT","Birmingham, West Midlands",Canadair CL-604 Challenger,5,-1.890401,52.486243
"Jan 1, 2002 at 1802 LT","Fort Lauderdale-Hollywood, Florida",Piper PA-31-350 Navajo Chieftain,1,-80.1651315,26.0347664
"Dec 26, 2001 at 1013 LT","Bremerhaven, Bremen",Britten-Norman Islander,7,8.5809425,53.5395845
"Dec 23, 2001 at 1630 LT","South Africa, South Africa",Beechcraft King Air 90,0,22.937506,-30.559482
"Dec 23, 2001 at 1430 LT","New Zealand, New Zealand",Fletcher FU-24,1,174.885971,-40.900557
"Dec 20, 2001 at 0935 LT","Lhokseumawe, Aceh",Lockheed C-130 Hercules,0,97.1413222,5.1811638
"Dec 14, 2001 at 0845 LT","Bunia, Orientale",Let 410UVP,6,30.2397336,1.574278
"Dec 11, 2001","Luzamba, Lunda Norte",Antonov AN-32,0,18.049528,-9.116389
"Dec 10, 2001 at 2336 LT","Mount Gambier, South Australia",Beechcraft Super King Air 200,1,140.7803529,-37.8284212
"Dec 10, 2001 at 1821 LT","Sierra Blanca, Texas",Learjet 24,2,-105.3571764,31.1745732
"Dec 9, 2001 at 1645 LT","Lawrence, Kansas",Dassault Falcon 10,0,-95.2352501,38.9716689
"Dec 6, 2001 at 2258 LT","Miami, Florida",Convair CV-580,0,-80.1917902,25.7616798
"Dec 6, 2001 at 1820 LT","Zagreb, City of Zagreb",PZL-Mielec AN-2,0,15.9819189,45.8150108
"Dec 2, 2001 at 1833 LT","Bremen, Bremen",Dornier DO328,0,8.8016936,53.0792962
"Dec 2, 2001 at 1200 LT","Khabarovsk, Khabarovsk Krai",Ilyushin II-76,18,135.1011706,48.5157837
"Dec 1, 2001 at 0143 LT","Alabama, Alabama",Cessna 208 Caravan,2,-86.902298,32.3182314
"Nov 30, 2001 at 1828 LT","Skien, Telemark",BAe Jetstream 31,0,9.6127694,59.1881606
"Nov 27, 2001 at 0837 LT","Toowoomba, Queensland",Beechcraft King Air 90,4,151.9506696,-27.5598212
"Nov 27, 2001 at 0156 LT","Port Harcourt, Rivers",Boeing 747-200,8,7.0498442,4.815554
"Nov 24, 2001 at 2207 LT","Zurich, Zurich",Avro RJ100,24,8.541694,47.3768866
"Nov 24, 2001 at 1130 LT","Moulins, Allier",Beechcraft Super King Air 200,4,3.334417,46.568059
"Nov 23, 2001 at 1835 LT","Estonia, Estonia",PZL-Mielec AN-28,2,25.0136071,58.595272
"Nov 22, 2001 at 1305 LT","Pittsburgh, Pennsylvania",Learjet 25,2,-79.9958864,40.4406248
"Nov 21, 2001 at 1715 LT","Manila, Metro Manila",Beechcraft H18,0,120.9842195,14.5995124
"Nov 21, 2001 at 1126 LT","California, California",Rockwell Aero Commander 500,5,-117.9859038,35.125801
"Nov 19, 2001 at 2119 LT","Moscow, Moscow oblast",Ilyushin II-18,27,37.6172999,55.755826
"Nov 12, 2001 at 2324 LT","Texas, Texas",Piper PA-31 Cheyenne,4,-94.9027002,29.383845
"Nov 12, 2001 at 0916 LT","New York, New York",Airbus A300-600,265,-73.968285,40.73061
"Nov 2, 2001 at 1932 LT","Inuvik, Northwest Territories",Cessna 208 Caravan,0,-133.7230178,68.3607437
"Nov 2, 2001 at 0320 LT","Johannesburg, Gauteng",Cessna 406 Caravan,3,28.0473051,-26.2041028
"Oct 26, 2001 at 1930 LT","Ciudad Victoria, Tamaulipas",Learjet 25,0,-99.1411154,23.7369164
"Oct 25, 2001 at 1538 LT","Saint Louis, Missouri",Beechcraft Super King Air 200,0,-90.1994042,38.6270025
"Oct 21, 2001 at 1200 LT","Osh, Osh City",Yakovlev Yak-40,0,72.8160976,40.5139985
"Oct 17, 2001 at 0215 LT","Dubai, Dubai",Airbus A300,0,55.2707828,25.2048493
"Oct 16, 2001 at 2130 LT","Bethel, Alaska",Embraer EMB-120 Brasília,0,-161.7558334,60.7922222
"Oct 16, 2001","Honiara, Solomon Islands",Antonov AN-12,0,159.9728999,-9.4456381
"Oct 15, 2001 at 2233 LT","Fort Liard, Northwest Territories",Piper PA-31-350 Navajo Chieftain,3,-123.4733159,60.2395738
"Oct 13, 2001 at 2220 LT","California, California",Rockwell Aero Commander 690,0,-117.9859038,35.125801
"Oct 11, 2001 at 2333 LT","Manitoba, Manitoba",Swearingen SA227AC Metro III,2,-98.8138762,53.7608608
"Oct 10, 2001 at 1042 LT","Valencia, Valencian Community",Swearingen SA226T Merlin,10,-0.3762881,39.4699075
"Oct 10, 2001 at 0926 LT","Dillingham, Alaska",Cessna 208 Caravan,10,-158.4575,59.0397222
"Oct 9, 2001 at 1322 LT","Dallas, Texas",Beechcraft King Air 90,0,-96.7969879,32.7766642
"Oct 8, 2001 at 1730 LT","Quebec, Quebec",De Havilland DHC-2 Beaver,3,-71.2079809,46.8138783
"Oct 8, 2001 at 0815 LT","Milan, Lombardy",Cessna 525 CJ1,4,9.189982,45.4642035
"Oct 8, 2001 at 0810 LT","Milan, Lombardy",McDonnell Douglas MD-87,114,9.189982,45.4642035
"Oct 6, 2001","Poliarnyy, Murmansk oblast",PZL-Mielec AN-2,0,33.4394484,69.1986734
"Oct 4, 2001 at 1344 LT","Black Sea, World",Tupolev TU-154,78,-98.70027,29.455705
"Sep 30, 2001 at 1340 LT","Kanpur, Uttar Pradesh",Beechcraft King Air 90,8,80.3318736,26.449923
"Sep 29, 2001 at 1700 LT","Wisconsin, Wisconsin",Cessna 414 Chancellor,3,-88.7878678,43.7844397
"Sep 27, 2001 at 1215 LT","Rio de Janeiro, Rio de Janeiro",Lockheed C-130 Hercules,9,-43.1728965,-22.9068467
"Sep 25, 2001 at 1609 LT","Alaska, Alaska",Douglas DC-6,0,-149.4936733,64.2008413
"Sep 24, 2001","Antananarivo, Antananarivo Province",Piper PA-31-350 Navajo Chieftain,7,47.5079055,-18.8791902
"Sep 24, 2001 at 0904 LT","Colorado, Colorado",Piper PA-31-350 Navajo Chieftain,2,-105.7820674,39.5500507
"Sep 23, 2001","Tiguil, Kamchatka Krai",Yakovlev Yak-40,0,158.9277064,57.2778343
"Sep 22, 2001","Rio Branco, Acre",Britten-Norman Islander,0,-67.824918,-9.9753837
"Sep 21, 2001 at 2009 LT","Dubai, Dubai",Ilyushin II-86,0,55.2707828,25.2048493
"Sep 18, 2001 at 0642 LT","Guatemala City, Guatemala",Let 410UVP,8,-90.5068824,14.6349149
"Sep 13, 2001 at 1735 LT","Swan Lake, Yukon",Beechcraft C-45 Expeditor,3,-134.503878,60.548376
"Sep 11, 2001 at 1030 LT","Harrisburg, Pennsylvania",Boeing 757,45,-76.8867008,40.2731911
"Sep 11, 2001 at 0945 LT","Washington DC, District of Columbia",Boeing 757,64,-77.0368707,38.9071923
"Sep 11, 2001 at 0903 LT","New York, New York",Boeing 767-200,65,-73.968285,40.73061
"Sep 11, 2001 at 0845 LT","New York, New York",Boeing 767-200,92,-73.968285,40.73061
"Sep 8, 2001 at 0710 LT","New Zealand, New Zealand",Fletcher FU-24,0,174.885971,-40.900557
"Sep 7, 2001","Lubumbashi, Katanga",Boeing 707,0,27.5026174,-11.6876026
"Sep 6, 2001 at 1235 LT","Tijuana, Baja California",Saab 340,0,-117.0382471,32.5149469
"Sep 5, 2001 at 1313 LT","Reading, Pennsylvania",Piper PA-31-350 Navajo Chieftain,1,-75.9268747,40.3356483
"Aug 31, 2001 at 1157 LT","La Grande, Quebec",Cessna 208 Caravan,0,-78.9886307,53.8393054
"Aug 30, 2001 at 0804 LT","Carcassonne, Aude",Cessna 421 Golden Eagle,0,2.353663,43.212161
"Aug 29, 2001 at 1900 LT","Port Alsworth, Alaska",De Havilland DHC-4 Caribou,0,-154.3127778,60.2025
"Aug 28, 2001 at 1805 LT","Detroit, Michigan",Dassault Falcon 20,0,-83.0457538,42.331427
"Aug 28, 2001","Libreville, Gabon",BAc 111,0,9.4672676,0.4161976
"Aug 27, 2001 at 1840 LT","California, California",Grumman S-2 Tracker,1,-117.9859038,35.125801
"Aug 27, 2001 at 1840 LT","California, California",Grumman S-2 Tracker,1,-117.9859038,35.125801
"Aug 25, 2001 at 1845 LT","Marsh Harbour, Central Abaco",Cessna 402,9,-77.0909809,26.5241653
"Aug 24, 2001 at 0640 LT","Piqua, Ohio",Beechcraft Super King Air 200,1,-84.2424449,40.1447732
"Aug 24, 2001 at 0542 LT","Ithaca, New York",Learjet 25,2,-76.5018807,42.4439614
"Aug 23, 2001 at 2208 LT","Kuala Lumpur, Federal Territory of Kuala Lumpur",Boeing 747-300,0,101.686855,3.139003
"Aug 23, 2001","Bukavu, Sud-Kivu",PZL-Mielec AN-28,4,28.8480284,-2.5123017
"Aug 14, 2001","Kuujjuaq, Quebec",Dassault Falcon 10,0,-68.418839,58.102996
"Aug 13, 2001 at 1706 LT","British Columbia, British Columbia",De Havilland DHC-2 Beaver,5,-127.6476205,53.7266683
"Aug 11, 2001","Ghana, Ghana",Cessna 208 Caravan,0,-1.023194,7.946527
"Aug 9, 2001 at 0948 LT","Georgia, Georgia",Beechcraft Super King Air 200,0,-82.9000751,32.1656221
"Aug 5, 2001 at 0243 LT","Narsarsuaq, Kommune Kujalleq",Dassault Falcon 20,3,-45.4254299,61.156703
"Aug 1, 2001","British Columbia, British Columbia",De Havilland DHC-2 Beaver,0,-127.6476205,53.7266683
"Aug 1, 2001 at 0751 LT","Hilton Head, South Carolina",Mitsubishi MU-2 Marquise,1,-80.752608,32.216316
"Aug 1, 2001 at 0700 LT","Asmara, Maekel",Boeing 727-200,0,38.9250517,15.3228767
"Jul 27, 2001","China, China",Shijiazhuang Yunsunji Y-5,0,104.195397,35.86166
"Jul 24, 2001","N'Djamena, N'Djamena Capital City",Vickers Viscount,0,15.0557415,12.1348457
"Jul 23, 2001 at 2007 LT","Northwest Territories, Northwest Territories",Canadian Vickers PBV-1 Canso (OA-10 Canso),0,-124.8457334,64.8255441
"Jul 20, 2001 at 0459 LT","New Zealand, New Zealand",Partenavia P.68,0,174.885971,-40.900557
"Jul 14, 2001 at 0853 LT","Moscow, Moscow oblast",Ilyushin II-76,10,37.6172999,55.755826
"Jul 12, 2001 at 1246 LT","Puerto Cabello, Carabobo",PZL-Mielec AN-28,13,-68.0298654,10.4697685
"Jul 10, 2001 at 1647 LT","La Paz, La Paz",Cessna 208 Caravan,0,-68.1192936,-16.489689
"Jul 8, 2001 at 1345 LT","Okhotsk Sea, Russia",Pilatus PC-12,0,149.3658173,52.873623
"Jul 8, 2001 at 1214 LT","Boston, Massachusetts",Cessna 402,0,-71.0588801,42.3600825
"Jul 7, 2001 at 1530 LT","Ontario, Ontario",De Havilland DHC-2 Beaver,1,-85.323214,51.253775
"Jul 6, 2001 at 1900 LT","Fort Lauderdale-Hollywood, Florida",Cessna 208 Caravan,0,-80.1651315,26.0347664
"Jul 4, 2001 at 0208 LT","Irkutsk, Irkutsk oblast",Tupolev TU-154,145,104.3050183,52.2869741
"Jun 26, 2001 at 1705 LT","Annemasse, Haute-Savoie",Pilatus PC-6 (Porter & Turbo Porter),0,6.234158,46.193253
"Jun 25, 2001 at 1021 LT","Cootamundra, New South Wales",Embraer EMB-110 Bandeirante,0,148.025,-34.641667
"Jun 16, 2001 at 1430 LT","Jayapura, Special Region of Papua",Transall C-160,1,140.7058779,-2.5556808
"Jun 13, 2001 at 2122 LT","Fort Lauderdale-Hollywood, Florida",Beechcraft King Air 90,1,-80.1651315,26.0347664
"Jun 12, 2001 at 1300 LT","Kansas, Kansas",Learjet 25,0,-98.4842465,39.011902
"Jun 10, 2001 at 1221 LT","Santa Fe, New Mexico",Mitsubishi MU-2 Marquise,2,-105.937799,35.6869752
"Jun 7, 2001 at 1140 LT","Victorville, California",Learjet 24,0,-117.2927641,34.5362184
"Jun 7, 2001 at 0213 LT","Santiago de Compostela, Galicia",Beechcraft Super King Air 350,0,-8.5448445,42.8782132
"Jun 5, 2001 at 1621 LT","Charlottetown, Prince Edward Island",Piper PA-31-350 Navajo Chieftain,3,-63.1310704,46.23824
"Jun 3, 2001 at 1611 LT","Jackson, Tennessee",Piper PA-31 Cheyenne,5,-88.8139469,35.6145169
"Jun 3, 2001 at 1317 LT","United Kingdom, UK",Partenavia P.68,0,-3.435973,55.378051
"Jun 2, 2001","Volgograd, Volgograd oblast",Antonov AN-2,3,44.5133035,48.708048
"May 27, 2001 at 1400 LT","Kanab, Utah",Cessna 207 Skywagon,0,-112.5263145,37.0474855
"May 23, 2001 at 1504 LT","Dallas, Texas",Fokker 100,0,-96.7969879,32.7766642
"May 22, 2001 at 1635 LT","Myakotino, Tver oblast",Antonov AN-12,7,34.8360581,55.9911212
"May 22, 2001 at 1325 LT","Yellowknife, Northwest Territories",Boeing 737-200,0,-114.3717887,62.4539717
"May 18, 2001 at 1725 LT","New York, New York",Beechcraft King Air 90,0,-73.968285,40.73061
"May 17, 2001 at 1220 LT","Mendoza, Mendoza",Fokker F27 Friendship,5,-68.8458386,-32.8894587
"May 17, 2001 at 0745 LT","Sari, Mazandaran",Yakovlev Yak-40,30,53.0586328,36.5658729
"May 16, 2001 at 1200 LT","Turkey, Turkey",Casa-Nurtanio CN235 (IPTN),34,35.243322,38.963745
"May 15, 2001","Lagos, Lagos",BAe 125,0,3.3792057,6.5243793
"May 14, 2001 at 2322 LT","New Mexico, New Mexico",Beechcraft King Air 90,1,-105.8700901,34.5199402
"May 13, 2001 at 1933 LT","San Juan, Puerto Rico",Cessna 404 Titan,1,-66.1057355,18.4655394
"May 10, 2001","Angola, Angola",Boeing 727-100,0,17.873887,-11.202692
"May 5, 2001 at 2015 LT","Boston, Massachusetts",Piper PA-31-350 Navajo Chieftain,0,-71.0588801,42.3600825
"May 5, 2001 at 1631 LT","Nuremberg, Bavaria",Piper PA-42 Cheyenne,1,11.0766654,49.4521018
"May 5, 2001 at 0858 LT","Steamboat Springs, Colorado",Cessna 208 Caravan,1,-106.8317158,40.4849769
"May 1, 2001 at 1241 LT","Conroe, Texas",Mitsubishi MU-2 Marquise,2,-95.4560512,30.3118769
"Apr 29, 2001 at 1312 LT","Australia, Australia",Cessna 208 Caravan,1,133.775136,-25.274398
"Apr 28, 2001 at 0517 LT","Argentina, Argentina",Cessna 208 Caravan,10,-63.616672,-38.416097
"Apr 27, 2001 at 1131 LT","Novoaleksandrovsk, Stavropol Krai",PZL-Mielec AN-2,0,41.2181899,45.4970265
"Apr 26, 2001 at 1945 LT","Plattsburgh, New York",Cessna 208 Caravan,0,-73.4529124,44.6994873
"Apr 26, 2001 at 0830 LT","Del Rio, Texas",Cessna 402,1,-100.8958674,29.3708857
"Apr 25, 2001 at 1730 LT","Russia, Russia",PZL-Mielec AN-2,0,105.318756,61.52401
"Apr 23, 2001 at 1745 LT","Russia, Russia",PZL-Mielec AN-2,0,105.318756,61.52401
"Apr 18, 2001 at 0000 LT","Ostende, Belgium",Ilyushin II-76,0,2.928656,51.21543
"Apr 15, 2001","Caucasia, Antioquia",Mitsubishi MU-2 Marquise,1,-75.1985629,7.979698
"Apr 14, 2001 at 1200 LT","Democratic Republic of Congo, DRC",Cessna 208 Caravan,0,21.758664,-4.038333
"Apr 10, 2001","Nouadhibou, Dakhlet Nouadhibou",Antonov AN-26,0,-17.0362272,20.9425179
"Apr 10, 2001 at 0725 LT","Cairns, Queensland",Rockwell Shrike Commander 500S,4,145.7780548,-16.9185514
"Apr 7, 2001 at 0512 LT","Grande Prairie, Alberta",Beechcraft King Air 100,0,-118.7986152,55.1699396
"Apr 5, 2001 at 0815 LT","Venezuela, Venezuela",Beechcraft Super King Air 200,0,-66.58973,6.42375
"Apr 4, 2001 at 1220 LT","San Juan, Puerto Rico",Douglas DC-3,0,-66.1057355,18.4655394
"Apr 4, 2001 at 0615 LT","Saint John's, Newfoundland & Labrador",Boeing 737-200,0,-52.7125768,47.5615096
"Apr 2, 2001 at 1628 LT","Green Bay, Wisconsin",Cessna 501 Citation I,1,-88.019826,44.519159
"Mar 31, 2001 at 1215 LT","Decatur, Texas",De Havilland DHC-3 Otter,0,-97.5861393,33.2342834
"Mar 29, 2001 at 1901 LT","Aspen, Colorado",Gulfstream GIII,18,-106.8175387,39.1910983
"Mar 26, 2001 at 1825 LT","Surabaya, West Java",Fokker F27 Friendship,3,108.0213374,-7.0332535
"Mar 26, 2001 at 1555 LT","Nuremberg, Bavaria",Beechcraft Super King Air 200,2,11.0766654,49.4521018
"Mar 26, 2001 at 0719 LT","Denver, Colorado",Socata TBM-700,1,-104.990251,39.7392358
"Mar 23, 2001 at 0430 LT","Monrovia, Montserrado",Boeing 707,0,-10.7605239,6.2907432
"Mar 15, 2001 at 2130 LT","Donalsonville, Georgia",Douglas C-47 Skytrain (DC-3),0,-84.8790911,31.0404625
"Mar 14, 2001 at 1240 LT","Johannesburg, Gauteng",Beechcraft 18,0,28.0473051,-26.2041028
"Mar 11, 2001 at 1737 LT","Kolonia, Pohnpei Island",Boeing 727-200,0,158.2083333,6.9641667
"Mar 3, 2001 at 1448 LT","Bangkok, Bangkok City District",Boeing 737-400,1,100.5017651,13.7563309
"Mar 3, 2001 at 0955 LT","Georgia, Georgia",Short 330,21,-82.9000751,32.1656221
"Feb 27, 2001 at 1731 LT","Edinburgh, Midlothian (County of Edinburgh)",Short 360,2,-3.188267,55.953252
"Feb 26, 2001 at 1030 LT","Sault Sainte Marie, Michigan",Cessna 500 Citation,0,-84.3453169,46.4952996
"Feb 20, 2001 at 1900 LT","Val d'Or, Quebec",Piper PA-31-350 Navajo Chieftain,0,-77.7967676,48.0987106
"Feb 19, 2001","Luena, Moxico",Antonov AN-26,0,19.8901427,-11.7714258
"Feb 13, 2001 at 1840 LT","Birmingham, Alabama",Cessna 421 Golden Eagle,5,-86.80249,33.5206608
"Feb 11, 2001","Jakarta, City District of Jakarta",Casa 212 Aviocar,0,106.845599,-6.2087634
"Feb 10, 2001","Jacobkondre, Sipaliwini",GAF Nomad N24,10,-55.5382406,4.9348601
"Feb 8, 2001 at 1920 LT","Michigan, Michigan",Swearingen SA226T Merlin,2,-83.7382241,42.2780436
"Feb 8, 2001 at 1540 LT","Nuremberg, Bavaria",Learjet 35,3,11.0766654,49.4521018
"Feb 7, 2001 at 2305 LT","Bilbao, Basque Country",Airbus A320,0,-2.9349852,43.2630126
"Feb 7, 2001","Argentina, Argentina",Rockwell Shrike Commander 500S,3,-63.616672,-38.416097
"Feb 4, 2001 at 1921 LT","Sheffield, South Yorkshire",Short 360,0,-1.470085,53.381129
"Feb 1, 2001","Luena, Moxico",Antonov AN-26,22,19.8901427,-11.7714258
"Jan 31, 2001 at 1649 LT","Yopal, Casanare",Sud-Aviation SE-210 Caravelle,3,-72.400523,5.348903
"Jan 31, 2001 at 1315 LT","Donlin Creek, Alaska",Douglas DC-6,0,-149.8898565,61.1776816
"Jan 30, 2001 at 1835 LT","Vineyard Haven, Massachusetts",Cessna 402,0,-70.6036395,41.4542786
"Jan 28, 2001 at 0815 LT","Dominican Republic, Dominican Republic",Rockwell Aero Commander 500,7,-70.162651,18.735693
"Jan 27, 2001 at 1737 LT","Byers, Colorado",Beechcraft Super King Air 200,10,-104.2233886,39.7102023
"Jan 27, 2001 at 1200 LT","Omsk, Omsk oblast",Antonov AN-70,0,73.3242361,54.9884804
"Jan 24, 2001 at 1510 LT","Nashville, Tennessee",Beechcraft King Air 90,4,-86.7816016,36.1626638
"Jan 23, 2001 at 2135 LT","Unalaska, Alaska",Douglas DC-3,2,-166.5332434,53.8844382
"Jan 23, 2001 at 2130 LT","Maiduguri, Borno",Let 410UVP,0,13.1509672,11.8310981
"Jan 14, 2001 at 1729 LT","Utah, Utah",Beechcraft King Air 90,9,-111.0937311,39.3209801
"Jan 14, 2001 at 1345 LT","Troy, Alabama",Learjet 60,0,-85.969951,31.8087678
"Jan 12, 2001","Brazil, Brazil",Piper PA-31 Cheyenne,6,-73.9892498,40.7601055
"Jan 11, 2001","Brazil, Brazil",Britten-Norman Islander,3,-73.9892498,40.7601055
"Jan 9, 2001 at 1720 LT","Buenos Aires, Buenos Aires City",Boeing 727-200,0,-58.3815591,-34.6036844
"Jan 8, 2001 at 1200 LT","Indonesia, Indonesia",Casa 212 Aviocar,9,113.921327,-0.789275
"Jan 6, 2001","Guyana, Guyana",Britten-Norman Islander,3,-58.93018,4.860416
"Jan 5, 2001","Dundo, Lunda Norte",Boeing 727-100,1,20.8195292,-7.3741779
"Jan 4, 2001","Zhengzhou-Xinzheng, Henan",Harbin Yunsunji Y-8,8,113.740529,34.395562
"Jan 4, 2001","Zhengzhou-Xinzheng, Henan",Harbin Yunsunji Y-8,14,113.740529,34.395562
"Dec 29, 2000 at 2234 LT","Charlottesville, Virginia",Bae Jetstream 41,0,-78.4766781,38.0293059
"Dec 23, 2000 at 1351 LT","Blackbushe, Hampshire",Beechcraft Super King Air 200,5,-0.839339,51.322737
"Dec 22, 2000 at 1716 LT","Maine, Maine",Beechcraft Super King Air 200,2,-69.4454689,45.253783
"Dec 20, 2000 at 1620 LT","Kenai, Alaska",Curtiss C-46,2,-151.2583333,60.5544444
"Dec 20, 2000 at 1200 LT","Costa Rica, Costa Rica",Cessna 402,0,-83.753428,9.748917
"Dec 20, 2000 at 0126 LT","Jackson, Wyoming",BAe 125,0,-110.7624282,43.4799291
"Dec 16, 2000 at 0620 LT","Mokhotlong, Lesotho",Casa 212 Aviocar,0,29.0605389,-29.2875557
"Dec 15, 2000 at 0640 LT","Raglan, Waikato Regional Council",Fletcher FU-24,0,175.2929336,-37.7925693
"Dec 14, 2000 at 1303 LT","North Carolina, North Carolina",Piper PA-31-350 Navajo Chieftain,1,-79.0192997,35.7595731
"Dec 11, 2000","Gabon, Gabon",Embraer EMB-110 Bandeirante,3,11.609444,-0.803689
"Dec 11, 2000","Gabon, Gabon",Embraer EMB-110 Bandeirante,3,11.609444,-0.803689
"Dec 10, 2000 at 0448 LT","Norman, Oklahoma",Cessna 421 Golden Eagle,2,-97.4394777,35.2225668
"Dec 5, 2000","Colombia, Colombia",Casa 212 Aviocar,0,-74.297333,4.570868
"Nov 29, 2000 at 1550 LT","Atlanta, Georgia",Douglas DC-9,0,-84.3879824,33.7489954
"Nov 28, 2000 at 0625 LT","Trujillo, La Libertad",Swearingen SA227AC Metro III,0,-79.0215336,-8.1090524
"Nov 24, 2000 at 1151 LT","Lynchburg, Virginia",Beechcraft King Air 90,0,-79.1422464,37.4137536
"Nov 18, 2000 at 1053 LT","Datah Dawai, East Kalimantan",Britten-Norman Islander,0,114.5294703,0.8080232
"Nov 15, 2000 at 1303 LT","Luanda, Luanda",Antonov AN-26,57,13.2894368,-8.8399876
"Nov 13, 2000 at 1813 LT","Conakry, Conakry Region",Douglas DC-9,0,-13.5784012,9.6411855
